what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1278872139398
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1278872143319
opened,editor,com.powerflasher.fdt.ui,4.0.0.1077,"com.powerflasher.fdt.ui.editor.ASEditor",1278872161988
activated,editor,com.powerflasher.fdt.ui,4.0.0.1077,"com.powerflasher.fdt.ui.editor.ASEditor",1278872162021
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1278872165457
started,bundle,org.eclipse.mylyn.java.tasks,3.2.1.v20090722-0200-e3x,"org.eclipse.mylyn.java.tasks",1278872165839
started,bundle,com.powerflasher.fdt.core.launch,4.0.0.1077,"com.powerflasher.fdt.core.launch",1278872167336
activated,editor,com.powerflasher.fdt.ui,4.0.0.1077,"com.powerflasher.fdt.ui.editor.ASEditor",1278872167338
closed,editor,com.powerflasher.fdt.ui,4.0.0.1077,"com.powerflasher.fdt.ui.editor.ASEditor",1278872167338
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1278872179847
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1278872184641
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1278872185175
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1278872189464
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1278872190611
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1278872230516
activated,view,com.powerflasher.fdt.ui,4.0.0.1077,"com.powerflasher.fdt.ui.views.FlashExplorer",1278872236755
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1278872240074
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1278872242740
executed,command,,,"com.powerflasher.fdt.ui.launch.compcLaunchShortcut.run",1278872249931
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1278872262556
closed,editor,com.powerflasher.fdt.ui,4.0.0.1077,"com.powerflasher.fdt.ui.editor.ASEditor",1278872267746
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1278872275709
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1278872275905
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1278872277521
error,log,,,"Unhandled event loop exception",1278872278007
