what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jst.j2ee.core,1.1.300.v200905060430,"org.eclipse.jst.j2ee.core",1277979286414
started,bundle,org.eclipse.jem,2.0.300.v200901272200,"org.eclipse.jem",1277979286450
started,bundle,org.eclipse.emf.ecore.xmi,2.5.0.v200906151043,"org.eclipse.emf.ecore.xmi",1277979286508
started,bundle,org.eclipse.jst.jee,1.0.200.v200905290632,"org.eclipse.jst.jee",1277979286852
started,bundle,org.eclipse.wst.common.frameworks.ui,1.1.300.v200904160730,"org.eclipse.wst.common.frameworks.ui",1277979286999
started,bundle,org.eclipse.wst.xml.core,1.1.400.v200904300540,"org.eclipse.wst.xml.core",1277979287055
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.1.300.v200811200330,"org.eclipse.wst.common.emfworkbench.integration",1277979287272
started,bundle,org.eclipse.wst.common.modulecore,1.1.300.v200904132230,"org.eclipse.wst.common.modulecore",1277979287305
started,bundle,org.eclipse.wst.validation,1.2.102.v200905201610,"org.eclipse.wst.validation",1277979287353
started,bundle,org.eclipse.jst.j2ee,1.1.300.v200905290632,"org.eclipse.jst.j2ee",1277979287422
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1277979312093
activated,editor,com.powerflasher.fdt.ui,4.0.0.1077,"com.powerflasher.fdt.ui.editor.ASEditor",1277979314425
activated,view,com.powerflasher.fdt.ui,4.0.0.1077,"com.powerflasher.fdt.ui.views.FlashExplorer",1277979379194
activated,editor,com.powerflasher.fdt.ui,4.0.0.1077,"com.powerflasher.fdt.ui.editor.ASEditor",1277979379494
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1277979384705
activated,view,org.eclipse.help.ui,3.4.0.v20090528,"org.eclipse.help.ui.HelpView",1277979384716
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1277979488415
activated,editor,com.powerflasher.fdt.ui,4.0.0.1077,"com.powerflasher.fdt.ui.editor.ASEditor",1277979488431
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1277979501581
activated,view,org.eclipse.help.ui,3.4.0.v20090528,"org.eclipse.help.ui.HelpView",1277979501594
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1277979502767
activated,editor,com.powerflasher.fdt.ui,4.0.0.1077,"com.powerflasher.fdt.ui.editor.ASEditor",1277979502782
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1277979504021
activated,view,org.eclipse.help.ui,3.4.0.v20090528,"org.eclipse.help.ui.HelpView",1277979504033
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1277979516206
