what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1278517867763
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1278518097944
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1278518131969
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1278518181260
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1278518182697
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1278519756314
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1278519767837
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1278519773214
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1278519774018
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1278519777155
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1278519792360
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1278519818603
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1278519819781
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1278519824894
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1278519843663
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1278519845237
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1278519845243
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1278519847460
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1278519849090
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1278519854865
activated,editor,com.powerflasher.fdt.ui,4.0.0.1077,"com.powerflasher.fdt.ui.editor.ASEditor",1278519856808
executed,command,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.commands.DebugLast",1278519857863
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1278519862097
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1278520013284
activated,editor,com.powerflasher.fdt.ui,4.0.0.1077,"com.powerflasher.fdt.ui.editor.ASEditor",1278520017751
