what,kind,bundleId,bundleVersion,description,time
processors,sysinfo,,,"2",1278315660049
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1278315660049
java.runtime.version,sysinfo,,,"1.6.0_20-b02-279-10M3065",1278315660049
java.specification.name,sysinfo,,,"Java Platform API Specification",1278315660049
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1278315660049
java.specification.version,sysinfo,,,"1.6",1278315660049
java.vendor,sysinfo,,,"Apple Inc.",1278315660049
java.version,sysinfo,,,"1.6.0_20",1278315660049
java.vm.info,sysinfo,,,"mixed mode",1278315660049
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1278315660049
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1278315660049
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1278315660049
java.vm.specification.version,sysinfo,,,"1.0",1278315660049
java.vm.vendor,sysinfo,,,"Apple Inc.",1278315660049
java.vm.version,sysinfo,,,"16.3-b01-279",1278315660049
started,bundle,org.eclipse.compare,3.5.0.I20090514-0808,"org.eclipse.compare",1278315667282
started,bundle,org.eclipse.wst.sse.core,1.1.400.v200905141750,"org.eclipse.wst.sse.core",1278315677173
started,bundle,com.powerflasher.fdt.core.swc,4.0.0.1077,"com.powerflasher.fdt.core.swc",1278315680947
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1278315682662
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1278315688989
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1278315692149
started,bundle,org.eclipse.search,3.5.0.v20090526-2000,"org.eclipse.search",1278315698563
started,bundle,org.eclipse.compare.core,3.5.0.I20090430-0408,"org.eclipse.compare.core",1278315698680
opened,editor,com.powerflasher.fdt.ui,4.0.0.1077,"com.powerflasher.fdt.ui.editor.ASEditor",1278315698756
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.0.v200906080500,"org.eclipse.jst.common.project.facet.core",1278315698791
